original_title,original_language,adult,budget,backdrop_path,homepage,id,imdb_id,popularity,poster_path,release_date,revenue,runtime,status,tagline,title,video,vote_average,vote_count,genre,production_companies,belongs_to_collection,spoken_languages,production_countries,review_count,keywords,cast_size,crew_size,director
Descendants 2,en,False,0,/cAIZGcphlrXkS4YXS1JEiAXEPMM.jpg,,417320,tt5117876,27.668,/8BNyZlBk4Hs92z6UrvFDjvx3yMb.jpg,2017-07-21,0,111.0,Released,Long live evil,Descendants 2,False,7.4,1161,"Family,Music,TV Movie,Adventure,Action,Fantasy,Romance,","Disney Channel,Walt Disney Pictures,",Descendants Collection,"en,","US,",1,"magic,fairy tale,villain,musical,teen movie,teenager,",69,13,"Kenny Ortega,"
The Mummy,en,False,125000000,/5TC6gKrmtnoGE3c3lHeNPevkn4Z.jpg,http://www.themummy.com,282035,tt2345759,29.223,/zxkY8byBnCsXodEYpK8tmwEGXBI.jpg,2017-06-06,409231607,110.0,Released,Welcome To A New World of Gods And Monsters,The Mummy,False,5.5,5495,"Fantasy,Thriller,Action,Adventure,Horror,","Secret Hideout,Universal Pictures,Dark Universe,Sean Daniel Company,Perfect World Pictures,DENTSU,",,"ar,en,","CN,JP,US,",8,"egypt,monster,mummy,supernatural,horror,remake,tomb,egyptian mythology,",52,121,"Alex Kurtzman,"
The Dark Tower,en,False,60000000,/pVVobDO8cezhVPvwD6EBUN0g3mt.jpg,http://thedarktower-movie.com,353491,tt1648190,33.217,/i9GUSgddIqrroubiLsvvMRYyRy0.jpg,2017-08-03,113231078,95.0,Released,There are other worlds than these,The Dark Tower,False,5.7,3753,"Action,Fantasy,Science Fiction,Adventure,","MRC,Imagine Entertainment,Weed Road Pictures,Columbia Pictures,Sony Pictures,The Department of Trade and Industry of South Africa,",,"en,","ZA,US,",6,"gunslinger,based on novel or book,portal,mind control,another world,parallel dimensions,",50,208,"Nikolaj Arcel,"
劇場版 マジンガーZ ／ INFINITY,ja,False,0,/7nCQjY6DXt96nTKAT63uqbSfaOA.jpg,,452970,tt6470762,26.117,/zqNVnYszL40BNVtN4oeepDmepWv.jpg,2017-10-27,2732673,107.0,Released,,Mazinger Z: Infinity,False,6.6,202,"Action,Science Fiction,Animation,","Toei Animation,",Dynamic Pro Super Robot Collection,"ja,","JP,",0,"cyborg,mecha,giant robot,mazinga,",21,6,"Junji Shimizu,"
A Bad Moms Christmas,en,False,28000000,/aIF2xRhE7iGxQd6ITGNrwYdGB9e.jpg,http://badmomsxmas.com/,431530,tt6359956,35.723,/gPNHolu7AGnrB7r5kvJRRTfwMFR.jpg,2017-08-04,130560428,104.0,Released,,A Bad Moms Christmas,False,6.4,1485,"Comedy,","STX Entertainment,Huayi Brothers Media,Robert Simonds Productions,Suzanne Todd Productions,",Bad Moms Collection,"en,","US,",2,"christmas,",36,53,"Scott Moore,"
劇場版 魔法科高校の劣等生 星を呼ぶ少女,ja,False,0,/oHZxcU5JVNLoZjCjsheRcvZEaPz.jpg,https://movie.mahouka.jp/,431821,tt6580380,31.665,/iUttStQFPGp8rCXn7JYfC5IIlQF.jpg,2017-06-17,0,90.0,Released,,The Irregular at Magic High School: The Girl Who Summons the Stars,False,5.9,23,"Science Fiction,Action,Animation,Fantasy,","Studio Mausu,8bit,",,"ja,","JP,",0,"magic,supernatural,based on light novel,anime,",5,1,"Risako Yoshida,"
僕のヒーローアカデミア トレーニング・オブ・ザ・デッド,ja,False,0,,http://heroaca.com/,583306,tt6848466,36.049,/5InUgy7ilMecsUpWKrxZvkhdOCp.jpg,2017-06-02,0,23.0,Released,,My Hero Academia: Training of the Dead,False,7.4,51,"Animation,Action,Comedy,","BONES,",,"ja,","JP,",0,,24,1,"Kenji Nagasaki,"
Acts of Vengeance,en,False,10000000,/s7ODnEN604eT9XniaP26xHa83gH.jpg,,445954,tt6288694,27.739,/r5o6vWPYOQs6bv91gQ8kQs2zQYl.jpg,2017-10-27,320705,87.0,Released,Payback Speaks Louder Than Words,Acts of Vengeance,False,5.9,335,"Thriller,Action,Drama,","Nu Boyana Film Studios,",,"en,","US,BG,",1,"detective,homeless person,child murder,fight,talent show,revenge,murder,lawyer,violence,drinking,underground fighting,murder investigation,homeless,death of wife,",11,119,"Isaac Florentine,"
The Mountain Between Us,en,False,35000000,/p7mUT8Usu1kNlfd1ugk6FwKejlo.jpg,http://MountainBetweenUs.com,290512,tt2226597,30.236,/3XNfYTW4XGscI81nXMSWGsQ8cpu.jpg,2017-10-05,62832209,109.0,Released,What if your life depended on a stranger?,The Mountain Between Us,False,6.5,1586,"Romance,Adventure,Drama,","Chernin Entertainment,20th Century Fox,",,"en,","US,",0,"based on novel or book,mountain,wilderness,interracial romance,survival,snow,airplane crash,stranger,",18,54,"Hany Abu-Assad,"
Stronger,en,False,30000000,/fWY4LYTlsm64MQIffhiEZ8hLjat.jpg,,395993,tt3881784,41.651,/ctQn7IUrWOu8sKk8AEpqNRc6BdP.jpg,2017-09-22,8484418,119.0,Released,Strength Defines Us,Stronger,False,7.0,1080,"Drama,","Lionsgate,Bold Films,Mandeville Films,Nine Stories Productions,",,"en,","US,",0,"based on novel or book,boston, massachusetts,rehabilitation,wheelchair,based on a true story,hospital,explosion,bombing,terrorist bombing,boston marathon,loss of legs,",46,31,"David Gordon Green,"
